Handle,Title,Body,Vendor,Type,Tags,Published,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Variant sku,Variant grams,Variant inventory tracker,Variant inventory policy,Variant inventory quantity,Variant fullfilment service,Variant price,Variant compare at price,Variant requires shipping,Variant taxable,Variant barcode,Image src,Image alt text,Gift card
enormous-wooden-car,,,,,,,Color,pear,,,,,enormous-wooden-car-pear,67,,deny,3,manual,65.6,,TRUE,TRUE,,,,
intelligent-wooden-watch,Intelligent Wooden Watch,Unnamable charnel stench antediluvian cat iridescence comprehension. Deep v cronut vinyl next level. Germane Riposte. Nervous Energy.,Hickle-Block,Videos,"Tools,Movies,Baby",TRUE,Color,amaranth,,,,,,878,,deny,15,manual,41.47,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Nervous Energy,FALSE
intelligent-wooden-watch,,,,,,,Color,ochre,,,,,intelligent-wooden-watch-ochre,592,,deny,26,manual,41.47,,TRUE,TRUE,,,,
intelligent-wooden-watch,,,,,,,Color,coral,,,,,intelligent-wooden-watch-coral,609,,deny,30,manual,41.47,,TRUE,TRUE,,,,
enormous-wool-bag,Enormous Wool Bag,Break Even. Actually sustainable post-ironic semiotics vhs master migas. Seed Drill. Gibbering dank non-euclidean spectral antiquarian cat.,"Sawayn, Hansen and Feeney",Videos,"Automotive,Toys,Baby",TRUE,Color,lime,,,,,,936,,deny,12,manual,62.83,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Dramatic Exit,FALSE
enormous-wool-bag,,,,,,,Color,violet,,,,,enormous-wool-bag-violet,620,,deny,19,manual,62.83,,TRUE,TRUE,,,,
enormous-wool-bag,,,,,,,Color,beige,,,,,enormous-wool-bag-beige,877,,deny,18,manual,62.83,,TRUE,TRUE,,,,
durable-wooden-gloves,Durable Wooden Gloves,Put a bird on it mixtape drinking hammock austin banh mi loko retro. Value Judgement. Frank Exchange Of Views. Comprehension singular lurk immemorial dank manuscript cyclopean antiquarian amorphous.,Huels-Bergnaum,PDFs,"Games,Beauty,Garden",TRUE,Color,magenta,,,,,,390,,deny,15,manual,13.95,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Excuses And Accusations,FALSE
durable-wooden-gloves,,,,,,,Color,taupe,,,,,durable-wooden-gloves-taupe,175,,deny,28,manual,13.95,,TRUE,TRUE,,,,
durable-wooden-gloves,,,,,,,Color,champagne,,,,,durable-wooden-gloves-champagne,948,,deny,18,manual,13.95,,TRUE,TRUE,,,,
rustic-concrete-wallet,Rustic Concrete Wallet,T3OU 118. Neutra kickstarter gentrify keytar you probably haven't heard of them goth thundercats distillery vegan. Fixed Grin. Gibbering hideous loathsome tenebrous unnamable effulgence ululate singular.,Wintheiser-D'Amore,Videos,"Computers,Movies,Tools",TRUE,Color,green,,,,,,139,,deny,3,manual,83.31,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Peace Makes Plenty,FALSE
rustic-concrete-wallet,,,,,,,Color,apricot,,,,,rustic-concrete-wallet-apricot,186,,deny,16,manual,83.31,,TRUE,TRUE,,,,
rustic-concrete-wallet,,,,,,,Color,raspberry,,,,,rustic-concrete-wallet-raspberry,176,,deny,41,manual,83.31,,TRUE,TRUE,,,,
synergistic-paper-hat,Synergistic Paper Hat,Problem Child. Profit Margin. Tofu bicycle rights swag quinoa. Unnamable indescribable gambrel dank foetid.,Rice-MacGyver,PDFs,"Kids,Tools,Garden",TRUE,Color,black,,,,,,360,,deny,43,manual,81.86,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,You'll Thank Me Later,FALSE
synergistic-paper-hat,,,,,,,Color,sapphire,,,,,synergistic-paper-hat-sapphire,588,,deny,43,manual,81.86,,TRUE,TRUE,,,,
synergistic-paper-hat,,,,,,,Color,peach,,,,,synergistic-paper-hat-peach,30,,deny,11,manual,81.86,,TRUE,TRUE,,,,
fantastic-cotton-lamp,Fantastic Cotton Lamp,Fanny pack yuccie gentrify ennui ugh squid fixie chartreuse vhs. Zealot. Mortal iridescence loathsome gambrel. Cargo Cult.,Olson-Bailey,Books,"Computers,Tools,Beauty",TRUE,Color,black,,,,,,989,,deny,25,manual,80.01,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Never Talk To Strangers,FALSE
fantastic-cotton-lamp,,,,,,,Color,orchid,,,,,fantastic-cotton-lamp-orchid,759,,deny,14,manual,80.01,,TRUE,TRUE,,,,
fantastic-cotton-lamp,,,,,,,Color,amber,,,,,fantastic-cotton-lamp-amber,595,,deny,42,manual,80.01,,TRUE,TRUE,,,,
enormous-copper-lamp,Enormous Copper Lamp,Unreliable Witness. Street cleanse cold-pressed blog kogi tumblr. Mortal furtive ululate dank. Long View.,"Gottlieb, Kris and Pagac",PDFs,"Electronics,Music,Computers",TRUE,Color,grey,,,,,,256,,deny,14,manual,68.55,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Meatfucker,FALSE
enormous-copper-lamp,,,,,,,Color,sky,,,,,enormous-copper-lamp-sky,886,,deny,29,manual,68.55,,TRUE,TRUE,,,,
enormous-copper-lamp,,,,,,,Color,lime,,,,,enormous-copper-lamp-lime,509,,deny,30,manual,68.55,,TRUE,TRUE,,,,
enormous-leather-shoes,Enormous Leather Shoes,Hylozoist. Charnel unutterable unnamable madness unmentionable gibbering mortal. Just Passing Through. Vegan wolf microdosing biodiesel neutra meggings blue bottle.,Ortiz-Strosin,Videos,"Books,Games,Garden",TRUE,Color,purple,,,,,,444,,deny,22,manual,67.18,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Eight Rounds Rapid,FALSE
enormous-leather-shoes,,,,,,,Color,copper,,,,,enormous-leather-shoes-copper,835,,deny,35,manual,67.18,,TRUE,TRUE,,,,
enormous-leather-shoes,,,,,,,Color,scarlet,,,,,enormous-leather-shoes-scarlet,604,,deny,18,manual,67.18,,TRUE,TRUE,,,,
lightweight-copper-keyboard,Lightweight Copper Keyboard,Advanced Case Of Chronic Patheticism. Tilde lumbersexual forage photo booth roof single-origin coffee. A Momentary Lapse Of Sanity. Fungus squamous unmentionable lurk.,Emmerich-Boehm,Videos,"Books,Computers,Jewelry",TRUE,Color,lemon,,,,,,100,,deny,19,manual,99.5,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Sanctioned Parts List,FALSE
lightweight-copper-keyboard,,,,,,,Color,black,,,,,lightweight-copper-keyboard-black,217,,deny,23,manual,99.5,,TRUE,TRUE,,,,
lightweight-copper-keyboard,,,,,,,Color,plum,,,,,lightweight-copper-keyboard-plum,411,,deny,30,manual,99.5,,TRUE,TRUE,,,,
small-aluminum-plate,Small Aluminum Plate,Demented But Determined. A Fine Disregard For Awkward Facts. Keffiyeh squid authentic brooklyn. Lurk fungus noisome nameless manuscript.,"Koelpin, Medhurst and Langworth",Books,"Sports,Games,Automotive",TRUE,Color,cerise,,,,,,979,,deny,10,manual,20.96,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Injury Time,FALSE
small-aluminum-plate,,,,,,,Color,viridian,,,,,small-aluminum-plate-viridian,876,,deny,48,manual,20.96,,TRUE,TRUE,,,,
small-aluminum-plate,,,,,,,Color,beige,,,,,small-aluminum-plate-beige,225,,deny,16,manual,20.96,,TRUE,TRUE,,,,
rustic-leather-bottle,Rustic Leather Bottle,Hella vice sustainable godard roof pinterest wolf intelligentsia. Accursed unutterable daemoniac foetid spectral. Arrested Development. Misophist.,McGlynn Inc,Books,"Sports,Health,Garden",TRUE,Color,periwinkle,,,,,,868,,deny,5,manual,68.8,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Unacceptable Behaviour,FALSE
rustic-leather-bottle,,,,,,,Color,byzantium,,,,,rustic-leather-bottle-byzantium,341,,deny,30,manual,68.8,,TRUE,TRUE,,,,
rustic-leather-bottle,,,,,,,Color,gold,,,,,rustic-leather-bottle-gold,861,,deny,40,manual,68.8,,TRUE,TRUE,,,,
ergonomic-bronze-shoes,Ergonomic Bronze Shoes,"Helpless In The Face Of Your Beauty. Wolf flannel typewriter fingerstache actually portland listicle. Antediluvian squamous comprehension effulgence spectral immemorial stench. Funny, It Worked Last Time....",Keeling-Thiel,PDFs,"Shoes,Grocery,Grocery",TRUE,Color,amethyst,,,,,,293,,deny,32,manual,3.39,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Inappropriate Response,FALSE
ergonomic-bronze-shoes,,,,,,,Color,erin,,,,,ergonomic-bronze-shoes-erin,774,,deny,35,manual,3.39,,TRUE,TRUE,,,,
ergonomic-bronze-shoes,,,,,,,Color,gray,,,,,ergonomic-bronze-shoes-gray,80,,deny,41,manual,3.39,,TRUE,TRUE,,,,
sleek-concrete-shoes,Sleek Concrete Shoes,Charming But Irrational. Chia venmo kogi gentrify. Profit Margin. Hideous eldritch swarthy dank.,Lueilwitz and Sons,Videos,"Shoes,Music,Jewelry",TRUE,Color,ivory,,,,,,38,,deny,39,manual,65.12,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Never Talk To Strangers,FALSE
sleek-concrete-shoes,,,,,,,Color,amaranth,,,,,sleek-concrete-shoes-amaranth,88,,deny,36,manual,65.12,,TRUE,TRUE,,,,
sleek-concrete-shoes,,,,,,,Color,erin,,,,,sleek-concrete-shoes-erin,758,,deny,4,manual,65.12,,TRUE,TRUE,,,,
aerodynamic-bronze-plate,Aerodynamic Bronze Plate,Now Look What You've Made Me Do. Another Fine Product From The Nonsense Factory. Non-euclidean singular unmentionable unutterable blasphemous spectral eldritch decadent. Vice tote bag viral chia forage organic skateboard typewriter vhs.,Greenfelder-Bernier,PDFs,"Industrial,Home,Health",TRUE,Color,tan,,,,,,753,,deny,3,manual,23.06,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Teething Problems,FALSE
aerodynamic-bronze-plate,,,,,,,Color,ochre,,,,,aerodynamic-bronze-plate-ochre,424,,deny,14,manual,23.06,,TRUE,TRUE,,,,
aerodynamic-bronze-plate,,,,,,,Color,teal,,,,,aerodynamic-bronze-plate-teal,952,,deny,28,manual,23.06,,TRUE,TRUE,,,,
incredible-bronze-shirt,Incredible Bronze Shirt,Learned Response. Seed Drill. Antediluvian accursed comprehension loathsome gibbous non-euclidean tentacles effulgence. Lumbersexual leggings xoxo shabby chic sustainable.,Klocko Group,Videos,"Toys,Shoes,Clothing",TRUE,Color,sapphire,,,,,,413,,deny,36,manual,64.03,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Congenital Optimist,FALSE
incredible-bronze-shirt,,,,,,,Color,carmine,,,,,incredible-bronze-shirt-carmine,424,,deny,35,manual,64.03,,TRUE,TRUE,,,,
incredible-bronze-shirt,,,,,,,Color,ultramarine,,,,,incredible-bronze-shirt-ultramarine,944,,deny,4,manual,64.03,,TRUE,TRUE,,,,
mediocre-plastic-clock,Mediocre Plastic Clock,Pressure Drop. Indescribable abnormal non-euclidean dank antediluvian gibbering manuscript. Sanctioned Parts List. Fashion axe readymade venmo health heirloom keytar fanny pack listicle cornhole.,Bayer Group,Books,"Baby,Beauty,Music",TRUE,Color,amber,,,,,,759,,deny,12,manual,78.06,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Lacking That Small Match Temperament,FALSE
mediocre-plastic-clock,,,,,,,Color,amaranth,,,,,mediocre-plastic-clock-amaranth,897,,deny,38,manual,78.06,,TRUE,TRUE,,,,
mediocre-plastic-clock,,,,,,,Color,turquoise,,,,,mediocre-plastic-clock-turquoise,576,,deny,49,manual,78.06,,TRUE,TRUE,,,,
practical-marble-lamp,Practical Marble Lamp,Peace Makes Plenty. Tenebrous non-euclidean spectral lurk cat blasphemous. Fingerstache blue bottle kogi tilde. Shoot Them Later.,Bode Group,Books,"Computers,Jewelry,Computers",TRUE,Color,brown,,,,,,495,,deny,6,manual,75.11,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,No Fixed Abode,FALSE
practical-marble-lamp,,,,,,,Color,white,,,,,practical-marble-lamp-white,88,,deny,32,manual,75.11,,TRUE,TRUE,,,,
practical-marble-lamp,,,,,,,Color,amber,,,,,practical-marble-lamp-amber,208,,deny,34,manual,75.11,,TRUE,TRUE,,,,
mediocre-concrete-pants,Mediocre Concrete Pants,Well I Was In The Neighbourhood. Swarthy lurk gibbering mortal effulgence accursed eldritch. You Naughty Monsters. Slow-carb banh mi brunch yolo raw denim pop-up wes anderson marfa.,Stracke-Flatley,PDFs,"Kids,Grocery,Games",TRUE,Color,cerise,,,,,,477,,deny,22,manual,6.04,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Reformed Nice Guy,FALSE
mediocre-concrete-pants,,,,,,,Color,aquamarine,,,,,mediocre-concrete-pants-aquamarine,620,,deny,9,manual,6.04,,TRUE,TRUE,,,,
mediocre-concrete-pants,,,,,,,Color,yellow,,,,,mediocre-concrete-pants-yellow,192,,deny,28,manual,6.04,,TRUE,TRUE,,,,
enormous-copper-shirt,Enormous Copper Shirt,"Aesthetic marfa wes anderson vinegar literally artisan lo-fi migas shabby chic. I Said, I've Got A Big Stick. Charitable View. Charnel ululate eldritch tentacles lurk cyclopean.",Ruecker-Koelpin,Videos,"Outdoors,Shoes,Jewelry",TRUE,Color,ruby,,,,,,483,,deny,47,manual,8.62,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Highpoint,FALSE
enormous-copper-shirt,,,,,,,Color,ivory,,,,,enormous-copper-shirt-ivory,612,,deny,15,manual,8.62,,TRUE,TRUE,,,,
enormous-copper-shirt,,,,,,,Color,teal,,,,,enormous-copper-shirt-teal,531,,deny,12,manual,8.62,,TRUE,TRUE,,,,
rustic-aluminum-knife,Rustic Aluminum Knife,Literally freegan yolo tousled scenester. Tentacles stygian eldritch lurk cyclopean. Heavy Messing. Perfidy.,"MacGyver, Russel and Gislason",Videos,"Games,Jewelry,Shoes",TRUE,Color,amber,,,,,,794,,deny,41,manual,30.75,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Smile Tolerantly,FALSE
rustic-aluminum-knife,,,,,,,Color,blush,,,,,rustic-aluminum-knife-blush,797,,deny,5,manual,30.75,,TRUE,TRUE,,,,
rustic-aluminum-knife,,,,,,,Color,crimson,,,,,rustic-aluminum-knife-crimson,255,,deny,10,manual,30.75,,TRUE,TRUE,,,,
awesome-cotton-bench,Awesome Cotton Bench,Xenoglossicist. Fungus spectral dank abnormal shunned. Break Even. Kickstarter blog umami health yr irony polaroid humblebrag trust fund.,"Parisian, Bauch and Hettinger",Books,"Health,Outdoors,Computers",TRUE,Color,rose,,,,,,128,,deny,28,manual,41.74,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Just The Washing Instruction Chip In Life's Rich Tapestry,FALSE
awesome-cotton-bench,,,,,,,Color,yellow,,,,,awesome-cotton-bench-yellow,295,,deny,24,manual,41.74,,TRUE,TRUE,,,,
awesome-cotton-bench,,,,,,,Color,periwinkle,,,,,awesome-cotton-bench-periwinkle,820,,deny,42,manual,41.74,,TRUE,TRUE,,,,
rustic-wooden-computer,Rustic Wooden Computer,Rapid Random Response Unit. Narwhal vhs aesthetic brunch shoreditch letterpress normcore hashtag. Limivorous. Antediluvian noisome squamous accursed dank stench gibbering eldritch.,Hane Group,PDFs,"Outdoors,Sports,Health",TRUE,Color,turquoise,,,,,,976,,deny,43,manual,33.82,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Value Judgement,FALSE
rustic-wooden-computer,,,,,,,Color,raspberry,,,,,rustic-wooden-computer-raspberry,424,,deny,26,manual,33.82,,TRUE,TRUE,,,,
rustic-wooden-computer,,,,,,,Color,burgundy,,,,,rustic-wooden-computer-burgundy,136,,deny,43,manual,33.82,,TRUE,TRUE,,,,
awesome-cotton-table,Awesome Cotton Table,Wolf viral listicle chia banh mi squid meditation 3 wolf moon artisan. Peace Makes Plenty. Profit Margin. Decadent tenebrous gambrel comprehension charnel antediluvian.,Williamson LLC,PDFs,"Music,Computers,Books",TRUE,Color,sapphire,,,,,,797,,deny,49,manual,64.87,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Lacking That Small Match Temperament,FALSE
awesome-cotton-table,,,,,,,Color,lavender,,,,,awesome-cotton-table-lavender,507,,deny,30,manual,64.87,,TRUE,TRUE,,,,
awesome-cotton-table,,,,,,,Color,beige,,,,,awesome-cotton-table-beige,345,,deny,49,manual,64.87,,TRUE,TRUE,,,,
awesome-plastic-coat,Awesome Plastic Coat,Value Judgement. Shunned singular gambrel furtive antiquarian tentacles tenebrous. Beastly To The Animals. Church-key brunch salvia flannel mlkshk letterpress.,Klocko-Shields,Books,"Movies,Garden,Jewelry",TRUE,Color,bronze,,,,,,142,,deny,8,manual,64.84,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,T3OU 736,FALSE
awesome-plastic-coat,,,,,,,Color,ultramarine,,,,,awesome-plastic-coat-ultramarine,696,,deny,21,manual,64.84,,TRUE,TRUE,,,,
awesome-plastic-coat,,,,,,,Color,silver,,,,,awesome-plastic-coat-silver,767,,deny,8,manual,64.84,,TRUE,TRUE,,,,
awesome-linen-bench,Awesome Linen Bench,Wayfarers forage austin cardigan tacos aesthetic. Armchair Traveller. Fungus antediluvian eldritch abnormal cyclopean foetid. What Are The Civilian Applications?.,Murazik LLC,PDFs,"Baby,Shoes,Toys",TRUE,Color,puce,,,,,,892,,deny,25,manual,48.8,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,You Naughty Monsters,FALSE
awesome-linen-bench,,,,,,,Color,maroon,,,,,awesome-linen-bench-maroon,379,,deny,17,manual,48.8,,TRUE,TRUE,,,,
awesome-linen-bench,,,,,,,Color,plum,,,,,awesome-linen-bench-plum,957,,deny,2,manual,48.8,,TRUE,TRUE,,,,
aerodynamic-plastic-shirt,Aerodynamic Plastic Shirt,Peace Makes Plenty. Accursed squamous swarthy eldritch iridescence lurk blasphemous gambrel abnormal. What Are The Civilian Applications?. Church-key keytar brooklyn shoreditch mumblecore skateboard flexitarian biodiesel authentic.,Nicolas-Roberts,Books,"Clothing,Books,Games",TRUE,Color,indigo,,,,,,997,,deny,17,manual,22.77,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Beastly To The Animals,FALSE
aerodynamic-plastic-shirt,,,,,,,Color,gold,,,,,aerodynamic-plastic-shirt-gold,521,,deny,29,manual,22.77,,TRUE,TRUE,,,,
aerodynamic-plastic-shirt,,,,,,,Color,bronze,,,,,aerodynamic-plastic-shirt-bronze,519,,deny,1,manual,22.77,,TRUE,TRUE,,,,
sleek-cotton-shirt,Sleek Cotton Shirt,I Blame Your Mother. Contents May Differ. Antiquarian fungus furtive amorphous. Food truck hella vhs diy vinegar.,McClure LLC,Videos,"Industrial,Health,Kids",TRUE,Color,red,,,,,,31,,deny,21,manual,23.4,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Refreshingly Unconcerned With The Vulgar Exigencies Of Veracity,FALSE
sleek-cotton-shirt,,,,,,,Color,mauve,,,,,sleek-cotton-shirt-mauve,145,,deny,40,manual,23.4,,TRUE,TRUE,,,,
sleek-cotton-shirt,,,,,,,Color,coffee,,,,,sleek-cotton-shirt-coffee,700,,deny,32,manual,23.4,,TRUE,TRUE,,,,
mediocre-concrete-keyboard,Mediocre Concrete Keyboard,Beard venmo 8-bit cray flannel single-origin coffee. Never Talk To Strangers. Determinist. Abnormal immemorial lurk loathsome decadent charnel antiquarian.,"Fadel, Murray and Konopelski",PDFs,"Health,Kids,Music",TRUE,Color,mauve,,,,,,349,,deny,44,manual,88.71,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Heavy Messing,FALSE
mediocre-concrete-keyboard,,,,,,,Color,purple,,,,,mediocre-concrete-keyboard-purple,287,,deny,26,manual,88.71,,TRUE,TRUE,,,,
mediocre-concrete-keyboard,,,,,,,Color,erin,,,,,mediocre-concrete-keyboard-erin,520,,deny,29,manual,88.71,,TRUE,TRUE,,,,
incredible-plastic-bottle,Incredible Plastic Bottle,Just Read The Instructions. Unmentionable ululate non-euclidean charnel eldritch madness dank. Authentic quinoa banh mi polaroid seitan. Well I Was In The Neighbourhood.,"Doyle, Armstrong and Gleichner",Books,"Shoes,Music,Automotive",TRUE,Color,beige,,,,,,592,,deny,47,manual,50.84,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,No More Mr Nice Guy,FALSE
incredible-plastic-bottle,,,,,,,Color,maroon,,,,,incredible-plastic-bottle-maroon,281,,deny,6,manual,50.84,,TRUE,TRUE,,,,
incredible-plastic-bottle,,,,,,,Color,purple,,,,,incredible-plastic-bottle-purple,446,,deny,12,manual,50.84,,TRUE,TRUE,,,,
heavy-duty-bronze-chair,Heavy Duty Bronze Chair,Cantankerous. Drinking fanny pack cronut offal pop-up. Antediluvian non-euclidean mortal fainted abnormal. A Series Of Unlikely Explanations.,Gerhold and Sons,PDFs,"Baby,Shoes,Games",TRUE,Color,champagne,,,,,,221,,deny,23,manual,4.65,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Charming But Irrational,FALSE
heavy-duty-bronze-chair,,,,,,,Color,brown,,,,,heavy-duty-bronze-chair-brown,637,,deny,37,manual,4.65,,TRUE,TRUE,,,,
heavy-duty-bronze-chair,,,,,,,Color,olive,,,,,heavy-duty-bronze-chair-olive,269,,deny,26,manual,4.65,,TRUE,TRUE,,,,
practical-wooden-wallet,Practical Wooden Wallet,"Bodhisattva , OAQS. Banh mi chartreuse quinoa lomo street phlogiston bicycle rights goth. Squamous effulgence foetid gambrel eldritch mortal fainted tentacles. I Blame My Mother.",Ziemann Inc,Books,"Games,Industrial,Sports",TRUE,Color,coffee,,,,,,139,,deny,30,manual,2.69,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Within Reason,FALSE
practical-wooden-wallet,,,,,,,Color,mauve,,,,,practical-wooden-wallet-mauve,502,,deny,5,manual,2.69,,TRUE,TRUE,,,,
practical-wooden-wallet,,,,,,,Color,tan,,,,,practical-wooden-wallet-tan,341,,deny,20,manual,2.69,,TRUE,TRUE,,,,
practical-steel-bag,Practical Steel Bag,Contents May Differ. Fingerstache semiotics fanny pack biodiesel phlogiston ethical kickstarter. Furtive accursed effulgence eldritch. Hylozoist.,"MacGyver, Yundt and Schaefer",Books,"Shoes,Toys,Health",TRUE,Color,azure,,,,,,579,,deny,15,manual,42.43,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Hylozoist,FALSE
practical-steel-bag,,,,,,,Color,taupe,,,,,practical-steel-bag-taupe,123,,deny,49,manual,42.43,,TRUE,TRUE,,,,
practical-steel-bag,,,,,,,Color,violet,,,,,practical-steel-bag-violet,561,,deny,22,manual,42.43,,TRUE,TRUE,,,,
heavy-duty-aluminum-shoes,Heavy Duty Aluminum Shoes,Decadent cyclopean blasphemous antediluvian nameless daemoniac. Not Invented Here. Of Course I Still Love You. Jean shorts paleo microdosing lo-fi typewriter semiotics.,"Steuber, King and Considine",PDFs,"Kids,Tools,Outdoors",TRUE,Color,violet,,,,,,342,,deny,23,manual,93.1,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Just Another Victim Of The Ambient Morality,FALSE
heavy-duty-aluminum-shoes,,,,,,,Color,erin,,,,,heavy-duty-aluminum-shoes-erin,37,,deny,5,manual,93.1,,TRUE,TRUE,,,,
heavy-duty-aluminum-shoes,,,,,,,Color,bronze,,,,,heavy-duty-aluminum-shoes-bronze,906,,deny,23,manual,93.1,,TRUE,TRUE,,,,
intelligent-marble-bottle,Intelligent Marble Bottle,Comprehension noisome ululate immemorial indescribable squamous unnamable. A Fine Disregard For Awkward Facts. No Fixed Abode. Meggings skateboard meditation trust fund.,Schuster-Rice,Books,"Sports,Clothing,Beauty",TRUE,Color,ochre,,,,,,490,,deny,44,manual,86.22,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Of Course I Still Love You,FALSE
intelligent-marble-bottle,,,,,,,Color,copper,,,,,intelligent-marble-bottle-copper,414,,deny,38,manual,86.22,,TRUE,TRUE,,,,
intelligent-marble-bottle,,,,,,,Color,tan,,,,,intelligent-marble-bottle-tan,832,,deny,36,manual,86.22,,TRUE,TRUE,,,,
lightweight-wool-car,Lightweight Wool Car,Empiricist. Flannel bespoke narwhal vegan. Ravished By The Sheer Implausibility Of That Last Statement. Tenebrous nameless gibbous fungus daemoniac foetid singular dank.,"MacGyver, Mertz and Volkman",PDFs,"Beauty,Health,Books",TRUE,Color,sky,,,,,,376,,deny,28,manual,52.99,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Transient Atmospheric Phenomenon,FALSE
lightweight-wool-car,,,,,,,Color,emerald,,,,,lightweight-wool-car-emerald,972,,deny,35,manual,52.99,,TRUE,TRUE,,,,
lightweight-wool-car,,,,,,,Color,raspberry,,,,,lightweight-wool-car-raspberry,391,,deny,41,manual,52.99,,TRUE,TRUE,,,,
sleek-paper-knife,Sleek Paper Knife,Health loko flexitarian wes anderson skateboard. Trade Surplus. Abnormal noisome spectral stench ululate. Honest Mistake.,Bahringer-Fisher,PDFs,"Music,Books,Games",TRUE,Color,brown,,,,,,710,,deny,24,manual,5.28,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Conventional Wisdom,FALSE
sleek-paper-knife,,,,,,,Color,gray,,,,,sleek-paper-knife-gray,182,,deny,29,manual,5.28,,TRUE,TRUE,,,,
sleek-paper-knife,,,,,,,Color,carmine,,,,,sleek-paper-knife-carmine,283,,deny,1,manual,5.28,,TRUE,TRUE,,,,
mediocre-wool-plate,Mediocre Wool Plate,"Offal microdosing schlitz disrupt cardigan gluten-free shoreditch. Eldritch gibbering decadent gibbous. Bodhisattva , OAQS. Excuses And Accusations.","Block, Renner and Dicki",Videos,"Baby,Sports,Garden",TRUE,Color,fuchsia,,,,,,697,,deny,35,manual,14.93,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Value Judgement,FALSE
mediocre-wool-plate,,,,,,,Color,salmon,,,,,mediocre-wool-plate-salmon,690,,deny,46,manual,14.93,,TRUE,TRUE,,,,
mediocre-wool-plate,,,,,,,Color,aquamarine,,,,,mediocre-wool-plate-aquamarine,177,,deny,5,manual,14.93,,TRUE,TRUE,,,,
sleek-linen-knife,Sleek Linen Knife,Iridescence decadent cat amorphous immemorial spectral. Just Read The Instructions. Tacos gastropub cred banjo cliche ennui pitchfork. Scar Glamour.,"Walker, Auer and Hermann",PDFs,"Shoes,Baby,Jewelry",TRUE,Color,blue,,,,,,343,,deny,31,manual,28.07,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Don't Try This At Home,FALSE
sleek-linen-knife,,,,,,,Color,viridian,,,,,sleek-linen-knife-viridian,251,,deny,11,manual,28.07,,TRUE,TRUE,,,,
sleek-linen-knife,,,,,,,Color,azure,,,,,sleek-linen-knife-azure,652,,deny,38,manual,28.07,,TRUE,TRUE,,,,
synergistic-wool-chair,Synergistic Wool Chair,Unmentionable iridescence blasphemous gibbous nameless accursed non-euclidean tenebrous. Banjo seitan pabst kogi. Well I Was In The Neighbourhood. Use Psychology.,Funk-Breitenberg,PDFs,"Health,Jewelry,Industrial",TRUE,Color,taupe,,,,,,793,,deny,20,manual,49.9,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Refreshingly Unconcerned With The Vulgar Exigencies Of Veracity,FALSE
synergistic-wool-chair,,,,,,,Color,sky,,,,,synergistic-wool-chair-sky,47,,deny,20,manual,49.9,,TRUE,TRUE,,,,
synergistic-wool-chair,,,,,,,Color,green,,,,,synergistic-wool-chair-green,604,,deny,17,manual,49.9,,TRUE,TRUE,,,,
